timestamp,humedad_ambiente
2025-06-18 13:09:18,53.9
2025-06-18 13:09:20,53.8
2025-06-18 13:09:22,53.9
2025-06-18 13:09:24,53.9
2025-06-18 13:09:26,53.9
2025-06-18 13:09:28,53.9
2025-06-18 13:09:30,53.9
2025-06-18 13:09:32,53.8
2025-06-18 13:09:34,53.8
2025-06-18 13:09:36,53.9
2025-06-18 13:09:38,53.8
2025-06-18 13:09:40,53.9
2025-06-18 13:09:42,53.9
2025-06-18 13:09:45,53.8
2025-06-18 13:09:47,53.9
2025-06-18 13:09:49,53.8
2025-06-18 13:09:51,53.9
2025-06-18 13:09:54,53.9
2025-06-18 13:09:54,53.9
2025-06-18 13:09:56,53.9
2025-06-18 13:09:58,53.9
2025-06-18 13:10:00,53.8
2025-06-18 13:10:02,53.8
2025-06-18 13:10:05,53.8
2025-06-18 13:10:07,53.9
2025-06-18 13:10:08,53.8
2025-06-18 13:10:11,53.9
2025-06-18 13:10:14,53.8
2025-06-18 13:10:16,53.9
2025-06-18 13:10:17,54.0
2025-06-18 13:10:18,53.9
2025-06-18 13:10:20,53.9
2025-06-18 13:10:22,53.9
2025-06-18 13:10:25,53.9
2025-06-18 13:10:26,53.8
2025-06-18 13:10:28,53.9
2025-06-18 13:10:30,53.8
2025-06-18 13:10:32,53.9
2025-06-18 13:10:38,53.9
2025-06-18 13:10:42,53.9
2025-06-18 13:10:42,53.9
2025-06-18 13:10:42,53.9
2025-06-18 13:10:47,53.8
2025-06-18 13:10:47,53.8
2025-06-18 13:10:47,53.8
2025-06-18 13:10:48,53.8
2025-06-18 13:10:50,53.9
2025-06-18 13:10:52,53.9
2025-06-18 13:10:54,53.9
2025-06-18 13:10:57,53.9
2025-06-18 13:10:58,53.9
2025-06-18 13:11:00,53.9
2025-06-18 13:11:02,54.0
2025-06-18 13:11:04,53.9
2025-06-18 13:11:07,53.9
2025-06-18 13:11:09,53.9
2025-06-18 13:11:10,53.9
2025-06-18 13:11:13,53.9
2025-06-18 13:11:16,53.8
2025-06-18 13:11:16,53.9
2025-06-18 13:11:20,53.9
2025-06-18 13:11:20,53.9
2025-06-18 13:11:22,53.9
2025-06-18 13:11:24,53.9
2025-06-18 13:11:26,53.8
2025-06-18 13:11:28,53.9
2025-06-18 13:11:30,53.9
2025-06-18 13:11:32,53.9
2025-06-18 13:11:34,53.9
2025-06-18 13:11:36,53.9
2025-06-18 13:11:38,54.0
2025-06-18 13:11:40,53.9
2025-06-18 13:11:42,54.0
2025-06-18 13:11:44,53.9
2025-06-18 13:11:46,54.0
2025-06-18 13:11:48,54.0
2025-06-18 13:11:50,53.9
2025-06-18 13:11:52,53.9
2025-06-18 13:11:54,53.9
2025-06-18 13:11:56,53.9
2025-06-18 13:11:58,53.9
2025-06-18 13:12:00,53.9
2025-06-18 13:12:02,53.9
2025-06-18 13:12:04,53.9
2025-06-18 13:12:06,53.9
2025-06-18 13:12:08,53.9
2025-06-18 13:12:10,54.0
2025-06-18 13:12:13,53.9
