timestamp,humedad_ambiente
2025-06-18 08:03:46,50.9
2025-06-18 08:03:48,50.9
2025-06-18 08:03:50,50.9
2025-06-18 08:03:52,51.0
2025-06-18 08:03:54,51.0
2025-06-18 08:03:56,50.9
2025-06-18 08:03:58,50.9
2025-06-18 08:04:00,50.9
2025-06-18 08:04:02,50.9
2025-06-18 08:04:04,50.9
2025-06-18 08:04:06,50.9
2025-06-18 08:04:08,51.0
2025-06-18 08:04:10,50.9
2025-06-18 08:04:12,50.9
2025-06-18 08:04:14,50.9
2025-06-18 08:04:16,50.9
2025-06-18 08:04:18,50.9
2025-06-18 08:04:20,50.9
2025-06-18 08:04:22,50.9
2025-06-18 08:04:24,51.0
2025-06-18 08:04:26,51.0
2025-06-18 08:04:28,50.9
2025-06-18 08:04:30,50.9
2025-06-18 08:04:32,51.0
2025-06-18 08:04:34,50.9
2025-06-18 08:04:36,50.9
2025-06-18 08:04:38,50.9
2025-06-18 08:04:40,50.9
2025-06-18 08:04:42,51.0
2025-06-18 08:04:44,51.0
2025-06-18 08:04:46,50.9
2025-06-18 08:04:48,51.0
2025-06-18 08:04:50,50.9
2025-06-18 08:04:52,51.0
2025-06-18 08:04:54,51.0
2025-06-18 08:04:56,50.9
2025-06-18 08:04:58,51.0
2025-06-18 08:05:00,51.0
2025-06-18 08:05:02,51.0
2025-06-18 08:05:04,50.9
2025-06-18 08:05:06,51.0
2025-06-18 08:05:08,51.0
2025-06-18 08:05:10,50.9
2025-06-18 08:05:12,50.9
2025-06-18 08:05:14,50.9
2025-06-18 08:05:16,51.0
2025-06-18 08:05:18,51.0
2025-06-18 08:05:20,50.9
2025-06-18 08:05:22,51.0
2025-06-18 08:05:24,50.9
2025-06-18 08:05:26,51.0
2025-06-18 08:05:28,50.9
2025-06-18 08:05:30,51.0
2025-06-18 08:05:32,50.9
2025-06-18 08:05:34,50.9
2025-06-18 08:05:36,51.0
2025-06-18 08:05:38,50.9
2025-06-18 08:05:40,50.9
2025-06-18 08:05:42,50.9
2025-06-18 08:05:44,51.0
2025-06-18 08:05:46,50.9
2025-06-18 08:05:48,50.9
2025-06-18 08:05:50,50.9
2025-06-18 08:05:52,51.0
2025-06-18 08:05:55,50.9
2025-06-18 08:05:57,50.9
2025-06-18 08:05:58,50.9
2025-06-18 08:06:00,50.9
2025-06-18 08:06:02,50.9
2025-06-18 08:06:04,50.9
2025-06-18 08:06:06,50.9
2025-06-18 08:06:08,50.9
2025-06-18 08:06:10,50.9
2025-06-18 08:06:13,51.0
2025-06-18 08:06:14,51.0
2025-06-18 08:06:16,50.9
2025-06-18 08:06:18,50.9
2025-06-18 08:06:20,50.9
2025-06-18 08:06:22,50.9
2025-06-18 08:06:24,50.9
2025-06-18 08:06:26,50.9
2025-06-18 08:06:28,50.9
2025-06-18 08:06:30,50.9
2025-06-18 08:06:32,50.9
2025-06-18 08:06:34,50.9
2025-06-18 08:06:36,50.8
2025-06-18 08:06:38,50.9
2025-06-18 08:06:40,50.9
2025-06-18 08:06:42,50.9
2025-06-18 08:06:44,50.9
2025-06-18 08:06:46,50.8
2025-06-18 08:06:49,50.9
2025-06-18 08:06:50,50.9
2025-06-18 08:06:52,50.9
2025-06-18 08:06:54,50.9
2025-06-18 08:06:56,50.9
2025-06-18 08:06:58,50.9
2025-06-18 08:07:00,50.9
2025-06-18 08:07:02,50.9
2025-06-18 08:07:04,50.9
2025-06-18 08:07:06,50.9
2025-06-18 08:07:08,50.9
2025-06-18 08:07:10,50.8
2025-06-18 08:07:12,50.9
2025-06-18 08:07:14,50.9
2025-06-18 08:07:16,50.9
2025-06-18 08:07:18,50.9
2025-06-18 08:07:20,50.9
2025-06-18 08:07:22,50.9
2025-06-18 08:07:24,51.0
2025-06-18 08:07:26,50.8
2025-06-18 08:07:28,50.9
2025-06-18 08:07:30,50.9
2025-06-18 08:07:32,50.9
2025-06-18 08:07:34,51.0
2025-06-18 08:07:36,50.9
2025-06-18 08:07:38,50.9
2025-06-18 08:07:40,50.9
2025-06-18 08:07:42,50.9
2025-06-18 08:07:44,50.9
2025-06-18 08:07:46,50.9
2025-06-18 08:07:48,50.9
2025-06-18 08:07:50,51.0
2025-06-18 08:07:52,50.9
2025-06-18 08:07:54,50.9
2025-06-18 08:07:56,50.9
2025-06-18 08:07:58,50.9
2025-06-18 08:08:00,51.0
2025-06-18 08:08:02,51.0
2025-06-18 08:08:04,50.9
2025-06-18 08:08:06,51.0
2025-06-18 08:08:08,50.9
2025-06-18 08:08:10,50.9
2025-06-18 08:08:12,51.0
2025-06-18 08:08:14,50.9
2025-06-18 08:08:16,51.0
2025-06-18 08:08:18,51.0
2025-06-18 08:08:20,50.9
2025-06-18 08:08:22,50.9
2025-06-18 08:08:24,51.0
2025-06-18 08:08:26,51.0
2025-06-18 08:08:28,50.9
2025-06-18 08:08:30,51.0
2025-06-18 08:08:32,50.9
2025-06-18 08:08:34,51.0
2025-06-18 08:08:36,51.0
2025-06-18 08:08:38,51.0
2025-06-18 08:08:40,50.9
2025-06-18 08:08:42,50.9
2025-06-18 08:08:44,50.9
2025-06-18 08:08:46,50.9
2025-06-18 08:08:48,50.9
2025-06-18 08:08:50,50.9
2025-06-18 08:08:52,51.0
2025-06-18 08:08:54,50.9
2025-06-18 08:08:56,50.9
2025-06-18 08:08:58,50.9
2025-06-18 08:09:00,50.9
2025-06-18 08:09:02,51.0
2025-06-18 08:09:04,50.9
2025-06-18 08:09:06,50.9
2025-06-18 08:09:08,50.9
2025-06-18 08:09:10,50.9
2025-06-18 08:09:12,51.0
2025-06-18 08:09:14,51.0
2025-06-18 08:09:16,50.8
2025-06-18 08:09:18,50.9
2025-06-18 08:09:20,50.9
2025-06-18 08:09:22,50.9
2025-06-18 08:09:24,50.9
2025-06-18 08:09:26,50.9
2025-06-18 08:09:28,50.9
2025-06-18 08:09:30,50.9
2025-06-18 08:09:32,51.0
2025-06-18 08:09:34,51.0
2025-06-18 08:09:36,50.9
2025-06-18 08:09:38,50.9
2025-06-18 08:09:40,50.9
2025-06-18 08:09:42,50.9
2025-06-18 08:09:44,50.9
2025-06-18 08:09:46,50.9
2025-06-18 08:09:48,50.9
2025-06-18 08:09:50,50.9
2025-06-18 08:09:52,50.9
2025-06-18 08:09:54,50.9
2025-06-18 08:09:56,50.9
2025-06-18 08:09:58,50.9
2025-06-18 08:10:00,51.0
2025-06-18 08:10:02,50.9
2025-06-18 08:10:04,50.9
2025-06-18 08:10:06,50.9
2025-06-18 08:10:08,50.9
2025-06-18 08:10:10,51.0
2025-06-18 08:10:12,50.9
2025-06-18 08:10:14,50.9
2025-06-18 08:10:16,50.9
2025-06-18 08:10:18,50.9
2025-06-18 08:10:20,50.9
2025-06-18 08:10:22,50.9
2025-06-18 08:10:24,50.9
2025-06-18 08:10:26,51.0
2025-06-18 08:10:28,50.9
2025-06-18 08:10:30,50.9
2025-06-18 08:10:32,50.9
2025-06-18 08:10:34,50.9
2025-06-18 08:10:37,50.9
2025-06-18 08:10:38,50.9
2025-06-18 08:10:40,50.9
2025-06-18 08:10:42,50.9
2025-06-18 08:10:44,50.9
2025-06-18 08:10:46,50.9
2025-06-18 08:10:48,50.9
2025-06-18 08:10:50,50.9
2025-06-18 08:10:52,50.9
2025-06-18 08:10:54,50.9
2025-06-18 08:10:56,51.0
2025-06-18 08:10:58,50.9
2025-06-18 08:11:00,50.9
2025-06-18 08:11:02,50.8
2025-06-18 08:11:04,50.9
2025-06-18 08:11:06,51.0
2025-06-18 08:11:08,50.9
2025-06-18 08:11:10,50.9
2025-06-18 08:11:12,50.9
2025-06-18 08:11:14,50.9
2025-06-18 08:11:16,51.0
2025-06-18 08:11:18,50.9
2025-06-18 08:11:20,50.9
2025-06-18 08:11:22,50.9
2025-06-18 08:11:24,50.9
2025-06-18 08:11:26,50.9
2025-06-18 08:11:28,50.9
2025-06-18 08:11:30,50.9
2025-06-18 08:11:32,50.9
2025-06-18 08:11:34,50.8
2025-06-18 08:11:36,50.9
2025-06-18 08:11:38,50.9
2025-06-18 08:11:40,50.9
2025-06-18 08:11:42,50.8
2025-06-18 08:11:44,50.9
2025-06-18 08:11:46,50.8
2025-06-18 08:11:48,51.0
2025-06-18 08:11:50,50.8
2025-06-18 08:11:52,50.9
2025-06-18 08:11:54,50.9
2025-06-18 08:11:56,50.8
2025-06-18 08:11:58,50.8
2025-06-18 08:12:00,50.8
2025-06-18 08:12:02,50.9
2025-06-18 08:12:04,50.9
2025-06-18 08:12:06,50.9
2025-06-18 08:12:08,50.9
2025-06-18 08:12:10,50.9
2025-06-18 08:12:12,50.9
2025-06-18 08:12:14,50.9
2025-06-18 08:12:16,50.9
2025-06-18 08:12:18,50.9
2025-06-18 08:12:20,50.9
2025-06-18 08:12:22,50.9
2025-06-18 08:12:24,50.9
2025-06-18 08:12:26,50.8
2025-06-18 08:12:28,50.8
2025-06-18 08:12:30,50.8
2025-06-18 08:12:32,50.8
2025-06-18 08:12:34,50.8
2025-06-18 08:12:36,50.8
2025-06-18 08:12:38,50.9
2025-06-18 08:12:40,50.8
2025-06-18 08:12:42,50.9
2025-06-18 08:12:44,50.9
2025-06-18 08:12:46,50.9
2025-06-18 08:12:48,50.9
2025-06-18 08:12:50,50.8
2025-06-18 08:12:52,50.9
2025-06-18 08:12:54,50.8
2025-06-18 08:12:56,50.8
2025-06-18 08:12:58,50.8
2025-06-18 08:13:00,50.9
2025-06-18 08:13:02,50.8
2025-06-18 08:13:04,50.8
2025-06-18 08:13:06,50.8
2025-06-18 08:13:08,50.8
2025-06-18 08:13:10,50.8
2025-06-18 08:13:12,50.8
2025-06-18 08:13:14,50.8
2025-06-18 08:13:16,50.8
2025-06-18 08:13:18,50.8
2025-06-18 08:13:20,50.8
2025-06-18 08:13:22,50.8
2025-06-18 08:13:24,50.8
2025-06-18 08:13:26,50.9
2025-06-18 08:13:28,50.8
2025-06-18 08:13:30,50.9
2025-06-18 08:13:32,50.8
2025-06-18 08:13:34,50.8
2025-06-18 08:13:36,50.8
2025-06-18 08:13:38,50.8
2025-06-18 08:13:40,50.8
2025-06-18 08:13:42,50.9
2025-06-18 08:13:44,50.8
2025-06-18 08:13:46,50.8
2025-06-18 08:13:48,50.9
2025-06-18 08:13:50,50.8
2025-06-18 08:13:52,50.8
2025-06-18 08:13:54,50.8
2025-06-18 08:13:56,50.8
2025-06-18 08:13:58,50.8
2025-06-18 08:14:00,50.8
2025-06-18 08:14:02,50.9
2025-06-18 08:14:04,50.8
2025-06-18 08:14:06,50.8
2025-06-18 08:14:08,50.8
2025-06-18 08:14:10,50.8
2025-06-18 08:14:12,50.8
2025-06-18 08:14:14,50.8
2025-06-18 08:14:16,50.8
2025-06-18 08:14:18,50.8
2025-06-18 08:14:20,50.9
2025-06-18 08:14:22,50.8
2025-06-18 08:14:24,50.8
2025-06-18 08:14:26,50.7
2025-06-18 08:14:28,50.8
2025-06-18 08:14:30,50.8
2025-06-18 08:14:32,50.8
2025-06-18 08:14:34,50.8
2025-06-18 08:14:36,50.8
2025-06-18 08:14:38,50.8
2025-06-18 08:14:40,50.8
2025-06-18 08:14:42,50.8
2025-06-18 08:14:44,50.8
2025-06-18 08:14:46,50.8
2025-06-18 08:14:48,50.8
2025-06-18 08:14:50,50.8
2025-06-18 08:14:52,50.8
2025-06-18 08:14:54,50.8
2025-06-18 08:14:56,50.9
2025-06-18 08:14:58,50.8
2025-06-18 08:15:00,50.9
2025-06-18 08:15:02,50.8
2025-06-18 08:15:04,50.8
2025-06-18 08:15:06,50.8
2025-06-18 08:15:08,50.8
2025-06-18 08:15:10,50.8
2025-06-18 08:15:12,50.8
2025-06-18 08:15:14,50.8
2025-06-18 08:15:16,50.8
2025-06-18 08:15:18,50.8
